DATA,COMENTÁRIO,SENTIMENTO
11 de janeiro de 2019,Muito ruim para realizar o registro,0
5 de julho de 2020,"Absurdo!!! Já cancelei a um mês atrás e agora veio cobrança, quero meu dinheiro de volta",0
2020-03-11,Nao atualiza as metas. sempre aparece um aviso dizendo que não foi possível atualizar.,0
2020-02-28,E para cancelar não tem reembolso,0
2020-02-26,"Diz que são 30 dias gratuitos, mas na verdade não é",0
2020-02-25,Você paga e depois não tem como cancelar,0
2020-02-21,"Não é possível fazer o cancelamento, a renovação é automática sem comunicação prévia",0
2020-02-21,"Não gostei do APP, desenstalei e mesmo assim me cobraram",0
2020-02-19,É necessário ir para a página principal do App e adicionar o alimento,0
2020-02-18,"Se o usuário estiver em uma dieta repetitiva, do tipo frango e batata, não poderá copiar a refeição",0
2020-02-17,Não dá mais pra visualizar todas as refeições do dia e todos os respectivos alimentos,0
2020-02-17,Não consigo cancelar minha assinatura antes dos 7 dias,0
2020-02-17,Não façam e impossível cancelar a assinatura e se exclui a conta continua cobrando,0
2020-02-15,NAO FAÇA O TESTE DE 7 DIAS SENAO VAI FICAR COBRANDO DO SEU MERCADO PAGO OU CARTÃO MESMO QUE EXCLUA A CONTA,0
2020-02-15,Não consigo cancelar minha assinatura,0
2020-02-15,"Fui usar o teste grátis e me roubaram 147,00 da minha conta eu não autorizei o pagamento e nem quis o app pro e mesmo assim me roubaram",0
2020-02-11,Instalei o aplicativo e passou 1 mês e debitaram no meu cartão de crédito $ 147,0
2020-02-05,"Fiz uma assinatura Premium mas antes em 3 dias cancelei e mesmo assim veio a cobrança, impossível fazer qualquer coisa no aplicativo",0
2020-01-24,Não me deixaram cancelar e agora cobraram 147,0
2020-01-16,"Quero cancelar minha assinatura porém diz que não é possível, para tentar mais tarde",0
2020-01-16,"estou tentando cancelar pq não gostei e não consigo, quase impossível cancelar a conta e está tudo em inglês, estou muito arrependida de ter instalado!",0
2020-01-13,"É quase impossível cancelar a assinatura premium, um absurdo! Cuidado extremo ao assinar isso! E os canais de comunicação são todos internacionais!",0
2020-01-10,"Nem finalizei o cadastro, MTA solicitação de uso de dados",0
2020-01-03,"Nao eh totalmente português, oq dificulta vc colocar oq vc comeu pq os ingredientes n estao na nossa lingua",0
2020-01-01,"Eu cancelei minha assinatura durante o período de trial e mesmo assim cobraram o valor anual! 147,90 cobrados sem meu consentimento!",0
2019-12-26,"De uns tempos pra cá, a busca está bagunçada e você não encontra mais os alimentos",0
2019-12-24,"tentei por várias vezes fazer o cancelamento pois o aplicativo não atendeu minhas expectativas, mas so dava erro ao entrar no aplicativo",0
2019-12-23,"No caso o valor era de R$ 12,33 por mês entretanto foi cobrado o valor integral de R$ 147,99 e sem ao menos uma notificação",0
2019-12-19,Como assim tem que ser maior de 18 anos pra usar??? Vai tom********,0
2019-12-19,Esse app é enganoso,0
2019-12-18,Não consigo nem finalizar o cadastro pela demora da atualização de dados!!!,0
2019-12-03,"Chegando a ser meio confuso, a versão paga não traz quase que nenhum benefício, vocês podiam fazer gráficos interativos que incentivem o usuário a manter o foco, dizendo se ele está no caminho certo, como uma balança gráfica ou sei lá",0
2019-11-27,"Estou tentando cancelar a assinatura Premium já faz mais de 20 dias e não consigo, ainda fizeram cobrança no meu cartão sem autorização e eles não resolvem só mandam um montem de instrução que devo seguir que realizo e nada resolve, aviso que não deu certo as instrução e eles voltam a enviar as instrução como se eu não tivesse realizado anteriormente",0
2019-11-18,forçando pra eu pagar o Premium? Chateada demais,0
2019-11-18,Eu cancelei minha conta e não obtive o retorno do dinheiro,0
2019-11-16,Não consegui adicionar nenhuma refeição É OBRIGATÓRIO aceitar o uso dos seus dados pela empresa,0
2019-11-14,"Queria poder dar 5 estrela como todos fazem, mas nao to conseguindo nem achar um nome pro meu login",0
2019-10-23,Estou quase deletando pois não está funcionando corretamente,0
2019-10-18,Estou tentando cancelar a assinatura Premium e não estou conseguindo,0
2019-10-16,Quando finalizo o preenchimento dos dados aparece uma mensagem dizendo que os dados estão incorretos,0
2019-10-16,Cortei a internet do app e ele não abre,0
2019-10-16,"Eu acho muito chato ter essa coisa de somente maiores de idade poderem usar o App, somente adultos querem ganhar/perder massa e melhorar os hábitos alimentares?? Claro que não, e se eu der idade falsa as contas de calorias, macronutrientes, etc, vão sair totalmente erradas",0
2019-10-15,"Me iludiram com 1 mes de assinatura gratis, e ao final do mes de teste, ao inves de cobrar mensalmente, o app me cobrou uma fatura anual de 147,99 reais, sem ao menos me comunicar",0
2019-10-12,Não aceitam minha data de nascimento!,0
2019-10-10,"Estava tudo perfeito até perder o sincronismo com o Samsung health, quando voltar a funcionar volta a ter 5 estrelas",0
2019-10-09,"Tentei vários email diferentes, tentei com o meu Facebook com o do meu marido, mas não concegui me ajudem por favor",0
2019-10-09,não habilita o registre-se,0
2019-10-03,Estão cobrando assinatura sem sequer ter sido feita,0
2019-10-02,"Uma pena não aceitarem cadastro de menor de idade, gostaria muito de usar o aplicativo mas vi que não tem suporte pra isso",0
2019-09-22,Há registros de vazamento de informações dos usuários,0
2019-09-14,"Assinei aquele 1 mês grátis do Premium, só que está cobrando na minha fatura do cartão",0
2019-09-12,Do nada parou de funcionar desinstalando,0
2019-09-10,Se desse para fazer o registo ate era bom,0
2019-09-04,"Solicito a devolução do meu dinheiro, não comprei nem autorizei descontar do meu cartão o valor de 149 reias",0
2019-09-04,"Só aparece os alimentos que tinha no histórico, do dia anterior",0
2019-09-03,Hoje em dia nem funciona direito,0
2019-08-30,"Não reconhece os relógios da Amazfit, uma pena",0
2019-08-28,"App muito bom, porém fiz a ativação do pacote Premium por um mês no valor de 15 reais onde foi pago no meu cartão de crédito e agora eles passou no meu cartão o valor de 147,99 sem saber se eu iria querer continuar com o plano, agora estou tentando entrar em contato com alguém do app e não estou conseguindo",0
2019-08-27,Não consegui me cadastrar,0
2019-08-24,Também não funciona com meu honor band 4 e o app Health da Huawei,0
2019-08-24,"Muito ruim!! Não tem como escolher a quantidade, só tem a opção de 100 gr se comer 80gr não tem como colocar!!! não gostei!!",0
2019-08-18,nunca consegui usar a app,0
2019-08-12,Poquíssimos alimentos são verificados e as opções são extremamente poluídas,0
2019-08-10,"Já criei até um novo email, mas aparece sempre a mesma mensagem, não iniciando realmente as funções do aplicativo",0
2019-08-07,Primeiro não completava o carregamento do cadastro,0
2019-07-31,quero cancelar o primiun e e muita burocracia,0
2019-07-31,"Não consigo nem cadastrar, diz que houve um erro",0
2019-07-24,"Já foi um bom app, mas hoje tá pessimo",0
2020-03-17,"Troquei de celular e não consigo mais logar, mesmo depois de resetar a senha",0
2020-03-14,Além do meu username ter sido totalmente alterado,0
2020-03-14,Quero meu username e login de volta,0
2020-03-14,HORRÍVEL MUITA BUROCRACIA PRA CRIAR UMA CONTA,0
2020-03-14,"Não consigo me cadastrar de forma alguma, paciência!!!",0
2020-03-13,"Oi, eu não consegui entrar, o e-mail ficou dando falha",0
2020-03-11,"Não tem como escolher o tamanho que eu quiser da porção? Por exemplo quero colocar 120 gr de arroz mas o aplicativo só dá opção de 50 gr, 1 gr, 1,0 ounce, 1,8 ounce e 1,0 mg(s) mas não tem como colocar 120 gr ou quantas gramas eu quiser, então não tem como colocar a quantidade exata que eu consumo do alimento",0
2020-03-09,Isso atrapalha o plano inteiro de dieta 👎🏼,0
2020-03-08,Não usei o app e fui acabei sendo cobrado mesmo sem o app instalado,0
2020-03-08,já realizei o cancelamento,0
2020-03-07,Cobram mesmo com app cancelado!,0
2020-03-07,Não estou conseguindo me cadastrar no app,0
2020-03-05,"Instalei, e nâo aceita colocar as opções de peso/altura, então nâo consigi passar dessa tela",0
2020-03-05,"Já foi excelente, agora trava diariamente, além de não inserir os alimentos que coloco e não contar as calorias",0
2020-03-05,Acaba de clonar meu cartão de crédito e realizar uma transação que não fiz,0
2020-03-04,O app impõe que você concorde com o uso irrestrito de seus dados pessoais (dados sensíveis) e não permite o cadastro sem antes permitir esse uso de dados,0
2020-03-04,"Portanto, sem poder sequer utilizar o app, a nota baixa",0
2020-03-04,Desde a última atualização o app demora MUITO pra abrir ,0
2020-03-04,não está focando os códigos de barras,0
2020-03-03,"Sempre gostei muito do app, mas já faz alguns dias que está demorando muito para abrir, fica mais de 5 min rodando favor aguardar",0
2020-03-03,Hoje em dia trava muito e dá erro ao adicionar alimentos,0
2020-03-02,Chega a levar mais de 5 segundos pra responder a um único click de botão,0
2020-02-29,Imagina adicionar uma refeição inteira assim?,0
2020-02-29,Nao pude me cadastrar pq sou menor de idade!!!!! MENOR NÃO PODE FAZER DIETA?,0
2020-02-29,"App bugado, fica só voltando para a parte de colocar o objetivo",0
2020-02-28,Tá péssimo! Travando! Não consigo incluir uma refeição completa ! Desenvolvedores favor verificar esse bug!,0
2020-02-27,Nem da pra cadastrar da erro em tudo não sei se e por ser Android mais vo excluir pois não da nem pra conhecer o app,0
2020-02-27,Meus e mails sempre dao inválidos. Simplesmente não consigo usar,0
2020-02-26,"Não consigo me registrar no aplicativo, nem pelo e-mail nem pelo Facebook",0
2020-02-26,"Não sei se é bug, mas quando já estou na metade do registro ele diz que não é possível",0
2020-02-25,Já desinstalei e instalei de novo mas não dá,0
2020-02-25,Não consigo criar meu usuário,0
2020-02-25,"Está dando muitos problemas, trancando e pedindo para finalizar o app, só acontece com esse app no meu celular",0
2020-02-25,consigo nem me registrar,0
2020-02-25,A ideia do aplicativo é ótima,0
2020-02-25,"Cobrou 147,00 de uma vez só",0
2020-02-25,"Sendo que na hora do cadastro diz que é 12,90 mensais",0
2020-02-25,Um absurdo cobrar desse jeito,0
2020-02-25,Revoltante! Perdi totalmente a vontade de usar o aplicativo,0
2020-02-25,"Quero cancelar, ou então pagar por mês!!!! E só aparece tudo em inglês, sem clareza nenhuma nas informações",0
2020-02-25,CUIDADO! VAI COBRAR O VALOR ANUAL DE UMA VEZ!!!!!,0
2020-02-25,O melhor é o *Fatsecret*,0
2020-02-25,"O myfitnesspal é o mais baixado por ser o mais indicado nos canais do YouTube, mas não é o melhor e nunca foi o melhor",0
2020-02-25,"E Quem Indica não é especialista em escolher os aplicativos de contador de macros nutrientes,",0
2020-02-25,Nao consigo faZer log in nem com mail nem com facebook não percebo porque está acontecer isso,0
2020-02-25,De bem vindo de volta ate deseja receber emails,0
2020-02-24,nao da pra fazer mais nada,0
2020-02-24,"Estou tentando entrar com minha conta do Facebook e não está entrando, fica com o símbolo de que está atualizando e não entra, arrumem isso",0
2020-02-24,"Este app fez uma cobrança no meu cartão, não fiz a instalação do mesmo",0
2020-02-23,solicito o reembolso do valor cobrado,0
2020-02-23,"Meu app não está abrindo hoje, oq será ?",0
2020-02-23,"App muito ruim, o acesso para fazer a conta nao da certo, o suporte é horrivel",0
2020-02-21,"Somente propaganda mesmo, no começo nenhum nome de usuario estava disponivel, depois que consegui, o app nao abria e apareciam diversos problemas tecnicos",0
2020-02-20,"Após adicionar 5 alimentos o app simplesmente buga e não consigo adicionar mais, consertem esse bug pf",0
2020-02-20,Não consigo se quer entrar,0
2020-02-20,já tentei todos os nomes de usuário possíveis não aceita,0
2020-02-19,Não consigo nem me cadastrar,0
2020-02-19,Dá e-mail inválido,0
2020-02-18,"Cheio de funções e prático de usar, mas em vários momentos se recusa a abrir",0
2020-02-18,Deve ser app pra Samsung S20 pq no meu Moto G7 plus não dá mais,0
2020-02-18,Não tem como abrir conta nem sessão! FAIL!,0
2020-02-18,"Adorava esse App mas ele não está funcionando mais, já desinstalei e instalei de novo, e nada",0
2020-02-17,Uma pena pq era bom!,0
2020-02-17,this app downloaded more than 1GB of data via my network data plan without any of my consent,0
2020-02-17,And it is only to download video advertising! Ridiculous!,0
2020-02-17,"Depois da atualização, não exibe as refeições nem como padrão",0
2020-02-17,"Então, apenas exibe a refeição que receberá o alimento",0
2020-02-17,Terá que adicionar cada alimento individualmente,0
2020-02-17,É um pé no saco,0
2020-02-17,Este aplicativo está um lixo,0
2020-02-17,Está todo bloqueado para colocar os macros,0
2020-02-17,"App travado em ""salvar metas"", mesmo eu tendo desinstalado várias vezes",0
2020-02-16,"Não é possível enviar msm para o aplicativo, não funciona",0
2020-02-15,Nada relacionado a comunicação com ele funciona,0
2020-02-14,Me arrependi quero cancelar tudo,0
2020-02-14,Um lixo n entra,0
2020-02-14,"Trava sempre que eu abro, não consigo usar a dias",0
2020-02-14,Infelizmente vou desinstalar já que só está ocupando a memória do celular,0
2020-02-11,"Não gostei, quis desinstalar o aplicativo, deu erro e desde então não consigo acessar minha conta",0
2020-02-11,Dá erro enquanto faço o registro,0
2020-02-11,"Não consegui logar, fazer conta absolutamente nada",0
2020-02-10,Travando a todo momento,0
2020-02-10,"Daria 5 estrelas no dia que eu baixei, entretanto após o segundo dia não consegui add nenhuma comida nova porq ele dá erro na hora da pesquisa",0
2020-02-09,Faz duas semana q tento pesquisar os alimentos sem sucesso,0
2020-02-07,"Não está validando o meu nome de usuário, e olha que eu testei todo tipo de nome",0
2020-02-07,"Não da pra registrar e nem usar o app, decepcionada",0
