DATA,COMENTÁRIO,CLASSIFICAÇÃO
2019-12-09,"Porque nunca consigo criar conta ou logar no app?? Já que nunca me permite criar uma conta, decidi criá-la no site e depois logar no app, caiu no mesmo erro Gostaria de ajuda",2
2019-12-09,Perdi 147 reais porque foi feito assinatura anual e eu não tinha autorizado,5
2019-12-07,Não consigo faze-lo funcionar,2
2019-12-07,"Ele sequer entra, dá erro de registro",2
2019-12-05,Tenho um garmin fenix 6 e gostaria de parea-lo mas da erro todo o tempo,2
2019-12-05,A página na internet tb não está funcionando,0
2019-12-05,Deve estar com algum bug,2
2019-12-05,Segui todos os passos para cadastro,0
2019-12-05,"Quando chega no final do processo, não conclui",2
2019-12-05,Tentei 3 emails diferentes,0
2019-12-05,"Pra mim, app péssimo! Nem usar consegui",0
2019-12-05,Fica dando reload nas metas e enviar e-mails ou nao,2
2019-12-05,Tengo todas as opções e não sai do bem vindo de volta,2
2019-12-04,Já instalei novamente a mesma coisa,0
2019-12-04,"Não consigo nem me cadastrar, diz que da erro, não podendo fazer meu registro no momento, nem 1 estrela merece, pois nem consegui usar o app",2
2019-12-04,Lna última opção de cadastro só fica carregando e não desenvolve o app,2
2019-12-04,Vírus! Esta app acabou de me esgotar o plafond de dados móveis (1gb) em poucas horas,4
2019-12-04,Nem chego a gastar isso em 1 mês,0
2019-12-03,Faz a gente se increver e no final da inscrição pede pra gente se tornar premium,0
2019-12-03,É pago deveriam falar no começo da inscrição pra gente que não tem condiçoes não perder tempo,0
2019-12-03,"No começo era bom, depois começou a travar muito",2
2019-12-03,"Tenho um Galaxy J7 prime e está devidamente atualizado, o aplicativo baixa normalmente mas não loga minha conta e nem mesmo consigo criar uma nova",2
2019-12-03,"Não sei qual é o problema, mas estou extremamente chateada por não conseguir utilizar o App! Espero que isso se resolva logo",0
2019-12-03,"Eu estou tentado criar minha conta, já tentei usar 3 emails diferentes e aparece uma mensagem dizendo que estão inválidos",2
2019-12-03,Não consigo realizar o cadastro,2
2019-12-02,aparece sempre um erro no aplicativo,2
2019-11-30,Travou quando tentei clicar em progresso,2
2019-11-30,"Não pega os passos do Google Fit, embora conectado e autorizado",2
2019-11-30,Nao tem botão pra marcar o peso diário,1
2019-11-30,E ainda querem que a gente pague pelo Premium??????? E isso usando um S10 novo!,0
2019-11-30,Tornou-se extremamente lento,4
2019-11-30,"não tem nem como se registrar, aplicativo horrivel",2
2019-11-30,App orrivel nao da pra logar a conta 0 nota,2
2019-11-29,"Era ideal, agora é um inferno para loggar o que quer que seja na App",3
2019-11-28,Na playstore é gratuito mas depois q vc faz login eles te cobram!,0
2019-11-27,Nunca consigo fazer meu cadastro,2
2019-11-27,"Instalei novamente o app e ele está travando muito, vergonhoso, não vale a pena baixar, ele já foi bom agora não vale nada!",2
2019-11-27,"tentei diversas vezes me cadastrar, mas o erro persistiu",2
2019-11-27,"Muito bom mas consumiu 700mb de internet em três dias!!!! Super absurdo isso o app não tem nada, vídeo nada nada nada",4
2019-11-27,Pq o app não calcula pra menores de 18 anos?,0
2019-11-25,I cant get any username to be acceptable Nothing works its frustrating and stupid,2
2019-11-24,"Não consigo me registrar, aparece que ""não foi possível se registrar nesse momento""",2
2019-11-24,Em 20 dias o aplicativo consumiu mais de 3 GB de dados,4
2019-11-21,In 20 days the app consumed more than 3 GB of data,4
2019-11-21,Simply cannot log in on the app,2
2019-11-21,"Registered through Facebook, did not work",2
2019-11-21,Sent a link to my email to create a proper password for the account,0
2019-11-21,"Did it, and it still does not log in on the app",2
2019-11-21,"Works on the browser, but the app simply does not launch",2
2019-11-21,NAO CONSIGO LOGAR NA MINHA CONTA,2
2019-11-21,E horrível a minha internet está boa e fala que que eu não estou conectado a internet,2
2019-11-21,Não consegui nem entrar,2
2019-11-21,Tento me registrar e ele fala que não foi possível se registrar no momento,2
2019-11-21,"Funcionou só um dia, agora não adiciona maia os alimentos",2
2019-11-21,"Vim do iOS e lá todas as funções eram normais, agora no Android diversas implementações estão bugadas",6
2019-11-21,"Não consegui registrar meu nome, desisti",2
2019-11-20,"Já é a segunda vez que tento usar esse aplicativo, mas infelizmente, todas as vezes que tento me cadastrar não dá certo, pois dizem que meu email é inválido, ou seja, posso criar mil email que nunca consigo ter acesso a esse app",2
2019-11-20,"Já foi melhor, em 2015 esse app era revolucionário, mas infelizmente parou no tempo, a dinâmica do App se mantém a mesma e a interação com usuário não chega nem perto do que os concorrentes oferecem hoje em dia",0
2019-11-20,Achei um app meio morto,0
2019-11-18,Horrível o sistema de suporte,0
2019-11-18,Muita dor de cabeça,0
2019-11-18,Não consigo instalar aparece que o nome não e válido e não vai nem para frente e nem para trás,2
2019-11-18,O que posso fazer para instalar ?,0
2019-11-18,Não consigo colocar foto e ver o progresso,2
2019-11-18,"Quando eu abro o progresso, o app trava tudo e fecha",2
2019-11-18,"Hoje é dia 18 e desde o começo desse mês esse aplicativo tá ruim, não consigo ver meu progresso nem gráfico",2
2019-11-18,Vou procurar outro app se não arrumar este,0
2019-11-18,Não consigo logar com face nem com email da sempre erro,2
2019-11-18,O app não me deixaais ver meu progresso,2
2019-11-16,"Estou muito decepcionada com este aplicativo! Eu fui cobrada no meu cartão 175,00 SEM a minha permissão",5
2019-11-16,O aplicativo te da 30 dias de teste para a conta Premium,0
2019-11-14,Quando fui cancelar o aplicativo dava erro!,2
2019-11-14,Não consigo cadastrar meu nome de usuário😡😡,2
2019-11-14,"Opinião de amigo, não coloquem seus dados do cartão de crédito para cancelar futuramente caso não goste, não há essa opção fácil e o processo se torna frustrante",0
2019-11-11,"Instalei, abri e desisti",0
2019-11-10,Fica em looping na tela de informar peso atual e peso desejado,2
2019-11-10,"Fujam, cobrança indevida! Não consigo cancelar!! Bloquiei meu cartão para conseguir me livra da cobrança desta aplicação, ferramenta de cancelamento terceirizada e complexa, impossível cancelar!!",5
2019-11-10,"Nn aceita nenhum nome tmnc, a pessoas vai cadastra e so dar nome inválido",2
2019-11-09,"Eu não consigo acessar o que eu registrei, só mostra do dia atual e dos últimos dois dias",2
2019-11-07,Registrei mais de um mês e não consigo ver o que comi,2
2019-11-06,Fora que o aplicativo trava para caramba e não responde aos comandos,2
2019-11-06,Dá erro ao registar,2
2019-11-06,Não gostei e já desistalei,0
2019-11-05,Não consigo cancelar assinatura Premium,2
2019-11-05,App uses gigabytes of phone data in days for no reason and only some minutes a day of use,4
2019-11-05,"Very scary and sketcy that uses more data than my browser, Facebook and even YouTube video apps",4
2019-11-05,O app travou e não permite que eu add alguns alimentos!,2
2019-11-05,"Não consigo me registrar no app, não valida nenhum nome de usuário",2
2019-11-05,"Incrível, faz parte da minha vida já não fico sem! Infelizmente, parou de funcionar, já reinstalei e não consigo mais entrar",2
2019-11-04,"Não consigo me registrar, sempre aparece ""não foi possível se registar nesse momento"" queria muito utilizar esse app pelas recomendação, mas infelizmente o criador pecou",2
2019-11-04,Nem fazer login vc consegue,2
2019-11-04,Versão gratuita oculta a meta de macro nutrientes!,0
2019-11-03,"O app trava ao clicar em ""Progresso""",2
2019-11-02,"Não consegui nem me cadastrar, fica eternamente em processo de cadastro!! Péssimo!!",2
2019-11-02,O aplicativo trava na opção PROGRESSO,2
2019-11-01,Não dá pra colocar o nome de usuário!,2
2019-10-30,Não estou conseguindo fazer o cadastro no App,2
2019-10-28,Diz que o e-mail ou o nome não dá certo 😫,2
2019-10-28,Não consigo cadastrar meu email para poder me registrar no app,2
2019-10-28,Nao consigo me registrar,2
2019-10-28,"Já foi bom, hjj abro ele, encosto em alguma coisa ele trava e fecha",2
2019-10-28,"Não consigo fazer login no app,fala que não foi possível realizar meu registro no momento",2
2019-10-28,faz tempos que isso acontece e não é resolvido,0
2019-10-25,Após atualização vários recursos deixara de funcionar e o aplicativo trava,2
2019-10-25,Tenho de complementar os dados acessando pelo computador,0
2019-10-25,A opção progresso não entra,2
2019-10-25,impossivel atualuzar o peso,2
2019-10-25,Já reinstalei e continua dando erro no gráfico do peso,2
2019-10-25,Instalei e não consigo alterar os macros,2
2019-10-23,"Quanto tento, aparece a versão Premium, necessitando pagar",0
2019-10-23,"Nao estou conseguindo fazer o cadastro , sempre aparece ""nome de usuário invalido""",2
2019-10-23,"Perdi minha senha já tentei recupera várias vezes e a troca de senha não se conclui , isto não é legal, é irritante",2
2019-10-20,Estou à 15 dias tentando me cadastrar e não consigo,2
2019-10-19,"Minha médica me indicou,mas ja estou desistindo",0
2019-10-19,"Faço tudo certinho e qdo chega na hora de colocar o email,diz que ta errado",2
2019-10-19,Pois os 2 emails que possuo nao cadastram,2
2019-10-19,Não consigo trocar os dias ele tranca toda hora,2
2019-10-19,Nem conseguindo entrae pelo meu face,2
2019-10-19,Quero cancelar minha assinatura estou tentando faz 15 dias agora cobrou da minha conta e eu não quero mais alguém pode me ajudar?,0
2019-10-18,"Nao consigo criar conta, sempre da algum bug seja no celular ou no pc, aparece que não posso utilizar um nome mesmo colocando milhares de nomes e coisas diferentes",2
2019-10-17,O aplicativo trava toda hora,2
2019-10-16,Ja sou cadastrada mas qdo vou entrar sempre da erro no email e não consigo entrar no app,2
2019-10-16,"Não consegui usar, aparece uma mensagem de erro quando tento fazer login ou me registrar",2
2019-10-16,O link que aparece para cancelar a assinatura só dá erro e vai para uma página onde tenho que preencher uns dados,2
2019-10-16,Eu não posso continuar com a assinatura,0
2019-10-16,O app está gastando meus dados móveis,4
2019-10-16,Só esse mês consumiu mais de 1gb,4
2019-10-15,Não tem justificativa pra gastar tanto!,0
2019-10-15,Não consigo utilizar o App,2
2019-10-15,Baixei hj o aplicativo e ele pede para se cadastrar com um e-mail,0
2019-10-15,"Quando coloco o email, ele diz que o email é inválido e não avança",2
2019-10-15,Nunca conclui o cadastro e dessa forma não permite a utilização do aplicativo,0
2019-10-15,"Não cria a conta, não abre uma conta que já tinha criado anteriormente",2
2019-10-15,"Para mim não serve, só quero controlar minha alimentação",0
2019-10-15,Nao tinha nada que cobrar internet para funcionar,1
2019-10-15,além de obrigar a concordar em fornecer os dados e compartilhar sei la com quem nos USA,0
2019-10-15,não gosto de ficar exposto,0
2019-10-15,Sempre dá erro mesmo colocando o e-mail e a senha certo,2
2019-10-15,Não se consegue usar,2
2019-10-14,Ficou com letras gigantes de repente e eu gostava de pequeno,3
2019-10-14,"Eu acho muito legal a proposta do app, mas acho que deveriam arrumar isso",0
2019-10-13,Não funciona e ainda trava o aparelho,2
2019-10-12,Não é possível fazer o registro,2
2019-10-12,Não consigo cancelar minha assinatura Premium,2
2019-10-12,No app não tem informações e nem facilitação para isso,0
2019-10-12,Gostaria de um retorno para executar o cancelamento,0
2019-10-12,Infelizmente não conecta mais,2
2019-10-12,Estava sendo extremamente útil,0
2019-10-11,Não consigo entra pela opção do fecebook e nem me cadastra com imail😐,2
2019-10-11,Muito ruim não consigo logar meu facebook,2
2019-10-11,"Não consigo usar o aplicativo, ele não sai da tela de metas",2
2019-10-10,"Não gostei de não saber de forma específica e simplificada o uso dos meus dados pessoais,como também essa questão de usar meus dados nos Estados Unidos e não apresentar especificamente o fim desses usos",0
2019-10-10,Um absurdo! Lixo de app,0
2019-10-10,Não deu para fazer cadastro,2
2019-10-10,Não funciona no meu Samsung j2 primer,6
2019-10-10,Sempre da erro ao iniciar o aplicativo MT ruim,2
2019-10-09,Eles enganam as pessoas,0
2019-10-09,Fiz a assinatura do plano anual e lá tinha a informação de que teria 30dias para teste,0
2019-10-09,Acontece que no 4 dia desisti e não recebi o estorno em meu cartão de crédito,0
2019-10-09,"Não é possivel cadastrar nenhum nome de usuàrio, como que se consegue usar esse app? Muito ruim",2
2019-10-09,Não consigo então com meu email é nem colocar a minha data de nascimento Palhaçada!!!!????????,2
2019-10-09,Não entendo o fato de que pessoas menores de idade não possam fazer o registro,0
2019-10-07,Ja que na verdade esse deveria ser o público alvo (pelo fato de que deveríamos ensinar as nossos adolecentes a cuidar da nossa saúde),0
2019-10-07,"Há muito tempo está dando erro!! Usava normalmente, e agora o aplicativo nem abre!",2
2019-10-07,Baixei e me arrependi,0
2019-10-06,O meu email não foi aceito,2
2019-10-06,"não aceita email do gmail, nem pude testar",2
2019-10-06,Coloco senha e email certos e nao entra,2
2019-10-05,Não estou conseguindo usar o app,2
2019-10-04,Demora para carregar e acaba fechando sozinho toda vez que eu abro,2
2019-10-04,"Nunca consegui me cadastrar, já instalei várias vezes, n consigo colocar a data de nascimento",2
2019-10-04,Não concegui fazer uma conta no app de jeito nenhum,2
2019-10-03,"Não consigo conectar com o Samsung health, não conseguindo contabilizar os passos do meu smartwatch",2
2019-10-03,"Infelizmente não consigo me registrar, nenhum nome de usuário que coloco é validado nem consigo logar pelo facebook",2
